...1,Sperre_LOG_DATETIME,Sperre_Depth,Sperre_Heading,Survey_ROV_LON,Survey_ROV_LAT,Survey_LOG_RELTIME,synchronized_time_in_video
599,2021-01-07T09:51:03Z,248.4,211,5.271413,8.001299,00:19:59,00:19:55
600,2021-01-07T09:51:05Z,248.1,208,5.27141033,8.00129783,00:20:00,00:19:56
601,2021-01-07T09:51:07Z,248,206,5.27140167,8.0012985,00:20:02,00:19:58
602,2021-01-07T09:51:09Z,247.7,204,5.27140167,8.0012985,00:20:02,00:19:58
603,2021-01-07T09:51:11Z,247.4,204,5.27140167,8.0012985,00:20:02,00:19:58
604,2021-01-07T09:51:13Z,247.2,204,5.27140167,8.0012965,00:20:09,00:20:05
605,2021-01-07T09:51:15Z,247.1,206,5.2714095,8.00129433,00:20:12,00:20:08
606,2021-01-07T09:51:17Z,247,204,5.27140633,8.00129067,00:20:14,00:20:10
607,2021-01-07T09:51:19Z,246.9,204,5.271406,8.00128883,00:20:16,00:20:12
608,2021-01-07T09:51:21Z,246.6,205,5.27139967,8.001288,00:20:18,00:20:14
609,2021-01-07T09:51:23Z,246.5,204,5.27139867,8.00128883,00:20:20,00:20:16
610,2021-01-07T09:51:25Z,246.2,205,5.271396,8.00128783,00:20:21,00:20:17
611,2021-01-07T09:51:27Z,245.9,203,5.27139367,8.00128317,00:20:23,00:20:19
612,2021-01-07T09:51:29Z,245.6,199,5.27139833,8.001281,00:20:25,00:20:21
613,2021-01-07T09:51:31Z,245.3,199,5.27139817,8.001283,00:20:27,00:20:23
614,2021-01-07T09:51:33Z,245,200,5.2714085,8.001284,00:20:29,00:20:25
615,2021-01-07T09:51:35Z,244.8,199,5.2714065,8.00128233,00:20:31,00:20:27
616,2021-01-07T09:51:37Z,244.4,199,5.27141233,8.00128333,00:20:32,00:20:28
617,2021-01-07T09:51:39Z,244.2,198,5.271416,8.00128417,00:20:34,00:20:30
618,2021-01-07T09:51:41Z,244,200,5.27141567,8.00128283,00:20:38,00:20:34
619,2021-01-07T09:51:43Z,243.6,202,5.27141067,8.001284,00:20:40,00:20:36
620,2021-01-07T09:51:45Z,243.2,201,5.27140567,8.00128217,00:20:42,00:20:38
621,2021-01-07T09:51:47Z,242.9,200,5.271406,8.00128067,00:20:44,00:20:40
622,2021-01-07T09:51:49Z,242.7,198,5.27140917,8.00127967,00:20:45,00:20:41
623,2021-01-07T09:51:51Z,242.2,196,5.2714075,8.00127967,00:20:47,00:20:43
624,2021-01-07T09:51:53Z,241.8,196,5.271402,8.0012775,00:20:49,00:20:45
625,2021-01-07T09:51:55Z,241.4,193,5.27140183,8.00127733,00:20:51,00:20:47
626,2021-01-07T09:51:57Z,241.1,192,5.27139933,8.0012795,00:20:53,00:20:49
627,2021-01-07T09:51:59Z,241,195,5.27139317,8.00127733,00:20:55,00:20:51
628,2021-01-07T09:52:01Z,240.8,194,5.27139183,8.0012765,00:20:57,00:20:53
629,2021-01-07T09:52:03Z,240.8,195,5.27139533,8.00127667,00:20:58,00:20:54
630,2021-01-07T09:52:05Z,240.7,196,5.27139367,8.0012765,00:21:00,00:20:56
631,2021-01-07T09:52:07Z,240.4,199,5.27139,8.00127667,00:21:04,00:21:00
632,2021-01-07T09:52:09Z,240.1,201,5.271397,8.001276,00:21:06,00:21:02
633,2021-01-07T09:52:11Z,239.9,202,5.27139817,8.001274,00:21:08,00:21:04
634,2021-01-07T09:52:13Z,239.5,202,5.27139517,8.00127217,00:21:10,00:21:06
635,2021-01-07T09:52:15Z,239.4,202,5.27140367,8.00127,00:21:11,00:21:07
636,2021-01-07T09:52:17Z,239.1,203,5.27140483,8.00126833,00:21:13,00:21:09
637,2021-01-07T09:52:19Z,239.1,200,5.27140483,8.00126633,00:21:15,00:21:11
638,2021-01-07T09:52:21Z,238.8,201,5.271401,8.00126083,00:21:17,00:21:13
639,2021-01-07T09:52:23Z,238.7,202,5.27139933,8.001259,00:21:19,00:21:15
640,2021-01-07T09:52:25Z,238.4,203,5.271394,8.00125367,00:21:21,00:21:17
641,2021-01-07T09:52:27Z,237.9,204,5.27138983,8.00125033,00:21:23,00:21:19
642,2021-01-07T09:52:29Z,237.5,205,5.2713815,8.00124833,00:21:24,00:21:20
643,2021-01-07T09:52:31Z,237.4,206,5.27138617,8.0012505,00:21:26,00:21:22
644,2021-01-07T09:52:33Z,237.3,208,5.2713825,8.00124783,00:21:30,00:21:26
645,2021-01-07T09:52:35Z,237.1,209,5.2713755,8.001244,00:21:32,00:21:28
646,2021-01-07T09:52:37Z,236.9,211,5.271376,8.00124133,00:21:34,00:21:30
647,2021-01-07T09:52:39Z,236.8,209,5.271373,8.0012375,00:21:36,00:21:32
648,2021-01-07T09:52:41Z,236.5,209,5.27137017,8.0012375,00:21:37,00:21:33
649,2021-01-07T09:52:43Z,236.5,209,5.27137,8.00123583,00:21:39,00:21:35
650,2021-01-07T09:52:45Z,236.4,212,5.27137583,8.0012365,00:21:41,00:21:37
651,2021-01-07T09:52:47Z,236.3,215,5.27137567,8.00123683,00:21:43,00:21:39
652,2021-01-07T09:52:49Z,236.1,216,5.271377,8.0012345,00:21:45,00:21:41
653,2021-01-07T09:52:51Z,236,217,5.27137917,8.0012385,00:21:47,00:21:43
654,2021-01-07T09:52:53Z,235.8,212,5.27138183,8.00123767,00:21:49,00:21:45
655,2021-01-07T09:52:55Z,235.8,213,5.271386,8.00124033,00:21:50,00:21:46
656,2021-01-07T09:52:57Z,235.7,209,5.27138667,8.00124083,00:21:54,00:21:50
657,2021-01-07T09:52:59Z,235.5,209,5.27138633,8.00124017,00:21:56,00:21:52
658,2021-01-07T09:53:01Z,235.5,209,5.27138617,8.00124117,00:21:58,00:21:54
659,2021-01-07T09:53:03Z,235.4,207,5.271386,8.0012445,NA,NA
660,2021-01-07T09:53:05Z,235.4,209,5.27138833,8.001243,00:22:02,00:21:58
661,2021-01-07T09:53:07Z,235.2,209,5.27139183,8.00123967,00:22:03,00:21:59
662,2021-01-07T09:53:09Z,235.1,211,5.27139433,8.00123583,00:22:05,00:22:01
663,2021-01-07T09:53:11Z,235.1,213,5.2713905,8.001232,00:22:07,00:22:03
664,2021-01-07T09:53:13Z,235.1,213,5.27138983,8.0012285,00:22:09,00:22:05
665,2021-01-07T09:53:15Z,234.9,213,5.27139067,8.00122633,00:22:11,00:22:07
666,2021-01-07T09:53:17Z,234.7,209,5.2713925,8.00122317,00:22:13,00:22:09
667,2021-01-07T09:53:19Z,234.6,207,5.27139417,8.00122467,00:22:15,00:22:11
668,2021-01-07T09:53:21Z,234.7,204,5.2713925,8.00122417,00:22:16,00:22:12
669,2021-01-07T09:53:23Z,234.5,202,5.27137967,8.00122017,00:22:20,00:22:16
670,2021-01-07T09:53:25Z,234.4,200,5.27137533,8.001221,00:22:22,00:22:18
671,2021-01-07T09:53:27Z,234.5,202,5.27137567,8.001221,00:22:24,00:22:20
672,2021-01-07T09:53:29Z,234.4,203,5.27136917,8.0012205,00:22:26,00:22:22
673,2021-01-07T09:53:31Z,234.4,206,5.27136933,8.00121883,00:22:27,00:22:23
674,2021-01-07T09:53:33Z,234.3,207,5.271369,8.0012225,00:22:29,00:22:25
675,2021-01-07T09:53:35Z,234.1,209,5.27136767,8.00122517,00:22:31,00:22:27
676,2021-01-07T09:53:37Z,234,212,5.2713635,8.00122433,00:22:33,00:22:29
677,2021-01-07T09:53:39Z,234,210,5.27136233,8.00122633,00:22:35,00:22:31
678,2021-01-07T09:53:41Z,233.8,207,5.271368,8.00122933,00:22:37,00:22:33
679,2021-01-07T09:53:43Z,233.7,207,5.27136817,8.00122817,00:22:39,00:22:35
680,2021-01-07T09:53:45Z,233.6,205,5.27137417,8.00123117,00:22:40,00:22:36
681,2021-01-07T09:53:47Z,233.4,206,5.27137933,8.001234,00:22:42,00:22:38
682,2021-01-07T09:53:49Z,233.5,203,5.27137933,8.001234,00:22:42,00:22:38
683,2021-01-07T09:53:51Z,233.5,204,5.271365,8.00123,00:22:47,00:22:43
684,2021-01-07T09:53:53Z,233.4,205,5.2713645,8.001228,00:22:49,00:22:45
685,2021-01-07T09:53:55Z,233.4,207,5.27135417,8.00122483,00:22:51,00:22:47
686,2021-01-07T09:53:57Z,233.4,208,5.27136467,8.00122333,00:22:53,00:22:49
687,2021-01-07T09:53:59Z,233.3,213,5.2713775,8.00121817,00:22:55,00:22:51
688,2021-01-07T09:54:01Z,233.3,215,5.27138767,8.0012185,00:22:56,00:22:52
689,2021-01-07T09:54:03Z,233.4,217,5.27139633,8.0012185,00:22:58,00:22:54
690,2021-01-07T09:54:05Z,233.3,221,5.27139033,8.00121217,00:23:02,00:22:58
691,2021-01-07T09:54:07Z,233.2,223,5.27138083,8.00120933,00:23:04,00:23:00
692,2021-01-07T09:54:09Z,233.2,225,5.27138167,8.00120817,00:23:06,00:23:02
693,2021-01-07T09:54:11Z,233.1,225,5.27138033,8.001208,00:23:08,00:23:04
694,2021-01-07T09:54:13Z,233.1,227,5.27137733,8.00120633,00:23:09,00:23:05
695,2021-01-07T09:54:15Z,232.9,223,5.27137783,8.00120733,00:23:11,00:23:07
696,2021-01-07T09:54:17Z,232.8,223,5.27136517,8.00120567,00:23:13,00:23:09
697,2021-01-07T09:54:19Z,232.8,221,5.27135767,8.00120633,00:23:15,00:23:11
698,2021-01-07T09:54:21Z,232.8,220,5.2713605,8.00120733,00:23:17,00:23:13
699,2021-01-07T09:54:23Z,232.7,220,5.2713675,8.00120817,00:23:19,00:23:15
700,2021-01-07T09:54:25Z,232.5,222,5.27137133,8.001211,00:23:21,00:23:17
701,2021-01-07T09:54:27Z,232.4,223,5.27137183,8.00121067,00:23:22,00:23:18
702,2021-01-07T09:54:29Z,232.4,224,5.27137033,8.00120967,00:23:24,00:23:20
703,2021-01-07T09:54:31Z,232.4,225,5.271367,8.0012135,00:23:28,00:23:24
704,2021-01-07T09:54:33Z,232.3,224,5.27136717,8.00121217,00:23:30,00:23:26
705,2021-01-07T09:54:35Z,232.2,224,5.27136033,8.00121233,00:23:32,00:23:28
706,2021-01-07T09:54:37Z,232.1,222,5.27135417,8.00120833,00:23:34,00:23:30
707,2021-01-07T09:54:39Z,232.1,220,5.27134833,8.001209,00:23:35,00:23:31
708,2021-01-07T09:54:41Z,232,220,5.27134833,8.00120867,00:23:37,00:23:33
709,2021-01-07T09:54:43Z,232,224,5.27134867,8.00121267,00:23:39,00:23:35
710,2021-01-07T09:54:45Z,232,224,5.27135617,8.0012185,00:23:41,00:23:37
711,2021-01-07T09:54:47Z,231.8,226,5.27135,8.00121817,00:23:43,00:23:39
712,2021-01-07T09:54:49Z,231.8,226,5.2713525,8.00121383,00:23:45,00:23:41
713,2021-01-07T09:54:51Z,231.7,222,5.27136817,8.00121633,00:23:47,00:23:43
714,2021-01-07T09:54:53Z,231.8,221,5.271367,8.00121333,00:23:48,00:23:44
715,2021-01-07T09:54:55Z,231.7,220,5.27135883,8.00120783,00:23:52,00:23:48
716,2021-01-07T09:54:57Z,231.4,219,5.27135417,8.00120967,00:23:54,00:23:50
