...1,Sperre_LOG_DATETIME,Sperre_Depth,Sperre_Heading,Survey_ROV_LON,Survey_ROV_LAT,Survey_LOG_RELTIME,synchronized_time_in_video
1602,2021-01-07T10:24:29Z,108.6,257,5.27234283,7.9996165,00:53:26,00:53:22
1603,2021-01-07T10:24:31Z,108.6,259,5.27234983,7.99961433,00:53:28,00:53:24
1604,2021-01-07T10:24:33Z,108.8,262,5.2723585,7.99961167,00:53:30,00:53:26
1605,2021-01-07T10:24:35Z,108.8,269,5.27236367,7.9996075,00:53:31,00:53:27
1606,2021-01-07T10:24:37Z,109,267,5.27237417,7.99960517,00:53:33,00:53:29
1607,2021-01-07T10:24:39Z,109,272,5.27238683,7.9996035,00:53:35,00:53:31
1608,2021-01-07T10:24:41Z,109.1,277,5.27239333,7.99959983,00:53:37,00:53:33
1609,2021-01-07T10:24:43Z,109.1,275,5.27239233,7.99959417,00:53:39,00:53:35
1610,2021-01-07T10:24:45Z,109.1,279,5.27240117,7.999591,00:53:41,00:53:37
1611,2021-01-07T10:24:47Z,109.1,285,5.27241117,7.99959067,00:53:43,00:53:39
1612,2021-01-07T10:24:49Z,109.3,291,5.27241917,7.9995885,00:53:44,00:53:40
1613,2021-01-07T10:24:52Z,109.7,296,5.27243533,7.9995845,00:53:48,00:53:44
1614,2021-01-07T10:24:53Z,110.1,303,5.27244383,7.9995825,00:53:50,00:53:46
1615,2021-01-07T10:24:55Z,110.6,292,5.2724515,7.9995815,00:53:52,00:53:48
1616,2021-01-07T10:24:57Z,110.9,290,5.272458,7.999579,00:53:54,00:53:50
1617,2021-01-07T10:24:59Z,111,307,5.27246167,7.99957383,00:53:56,00:53:52
1618,2021-01-07T10:25:01Z,111.3,307,5.27246967,7.99957033,00:53:57,00:53:53
1619,2021-01-07T10:25:03Z,111.6,314,5.272473,7.99956567,00:53:59,00:53:55
1620,2021-01-07T10:25:05Z,111.7,313,5.2724805,7.99956367,00:54:01,00:53:57
1621,2021-01-07T10:25:07Z,112,327,5.272487,7.99956167,00:54:03,00:53:59
1622,2021-01-07T10:25:09Z,112.4,323,5.27249117,7.99956017,00:54:05,00:54:01
1623,2021-01-07T10:25:11Z,112.8,322,5.27249317,7.99955933,00:54:07,00:54:03
1624,2021-01-07T10:25:13Z,113,321,5.27249517,7.9995585,00:54:09,00:54:05
1625,2021-01-07T10:25:15Z,113.4,317,5.27250167,7.99955917,00:54:10,00:54:06
1626,2021-01-07T10:25:17Z,113.7,337,5.27249517,7.99955467,00:54:14,00:54:10
1627,2021-01-07T10:25:19Z,114.2,318,5.27249683,7.9995535,00:54:16,00:54:12
1628,2021-01-07T10:25:21Z,114.5,331,5.27249517,7.99955167,00:54:18,00:54:14
1629,2021-01-07T10:25:23Z,114.8,329,5.27249117,7.99954883,00:54:20,00:54:16
1630,2021-01-07T10:25:25Z,115.3,319,5.27249317,7.99954733,00:54:22,00:54:18
1631,2021-01-07T10:25:27Z,115.8,320,5.27249,7.999543,00:54:23,00:54:19
1632,2021-01-07T10:25:29Z,116.2,321,5.27248883,7.99954133,00:54:25,00:54:21
1633,2021-01-07T10:25:32Z,116.7,313,5.27248883,7.99954133,00:54:25,00:54:21
1634,2021-01-07T10:25:33Z,117,311,5.27248583,7.99954017,00:54:29,00:54:25
1635,2021-01-07T10:25:35Z,117.4,309,5.2724865,7.99954133,00:54:31,00:54:27
1636,2021-01-07T10:25:37Z,117.7,314,5.2724780000000004,7.999543,00:54:33,00:54:29
1637,2021-01-07T10:25:39Z,118,314,5.2724725,7.9995424999999996,00:54:35,00:54:31
1638,2021-01-07T10:25:41Z,118.4,316,5.27246883,7.99954083,00:54:37,00:54:33
1639,2021-01-07T10:25:43Z,118.7,308,5.27246033,7.99953367,00:54:40,00:54:36
1640,2021-01-07T10:25:45Z,118.9,326,5.27245617,7.9995285,00:54:42,00:54:38
1641,2021-01-07T10:25:47Z,119.3,324,5.27244733,7.999524,00:54:44,00:54:40
1642,2021-01-07T10:25:49Z,119.6,320,5.27244383,7.9995195,00:54:46,00:54:42
1643,2021-01-07T10:25:51Z,120.2,328,5.2724425,7.99951583,00:54:48,00:54:44
1644,2021-01-07T10:25:53Z,120.7,325,5.27244533,7.99951383,00:54:49,00:54:45
1645,2021-01-07T10:25:55Z,121.1,324,5.27244433,7.9995105,00:54:51,00:54:47
1646,2021-01-07T10:25:57Z,121.5,325,5.272438,7.99950667,00:54:53,00:54:49
1647,2021-01-07T10:25:59Z,121.7,343,5.272438,7.99950667,00:54:53,00:54:49
1648,2021-01-07T10:26:01Z,121.7,329,5.27244583,7.99949333,00:54:58,00:54:54
1649,2021-01-07T10:26:03Z,121.7,319,5.27244733,7.99948567,NA,NA
1650,2021-01-07T10:26:05Z,121.8,313,5.272447,7.9994795,00:55:02,00:54:58
1651,2021-01-07T10:26:07Z,121.9,290,5.27244867,7.999477,00:55:04,00:55:00
1652,2021-01-07T10:26:09Z,121.9,312,5.27245817,7.99947733,00:55:05,00:55:01
1653,2021-01-07T10:26:11Z,121.9,323,5.27246167,7.9994755,00:55:07,00:55:03
1654,2021-01-07T10:26:14Z,122.2,326,5.27245867,7.99947267,00:55:09,00:55:05
1655,2021-01-07T10:26:15Z,122.6,319,5.27244283,7.99946833,00:55:11,00:55:07
1656,2021-01-07T10:26:17Z,122.8,333,5.27244167,7.99946367,00:55:13,00:55:09
1657,2021-01-07T10:26:19Z,123.2,321,5.272449,7.99945883,00:55:15,00:55:11
1658,2021-01-07T10:26:21Z,123.5,328,5.2724585,7.99945367,00:55:17,00:55:13
1659,2021-01-07T10:26:23Z,123.5,326,5.27246683,7.99944833,00:55:18,00:55:14
1660,2021-01-07T10:26:25Z,123.3,324,5.27245833,7.99943483,00:55:22,00:55:18
1661,2021-01-07T10:26:27Z,123.2,332,5.27246167,7.9994285,00:55:24,00:55:20
1662,2021-01-07T10:26:29Z,122.9,329,5.27245717,7.99942117,00:55:26,00:55:22
1663,2021-01-07T10:26:31Z,122.9,304,5.27245667,7.9994155,00:55:28,00:55:24
1664,2021-01-07T10:26:33Z,123.2,305,5.27245967,7.9994145,00:55:30,00:55:26
1665,2021-01-07T10:26:35Z,123.3,301,5.27245783,7.99941417,00:55:31,00:55:27
1666,2021-01-07T10:26:37Z,123.5,292,5.2724575,7.99941533,00:55:33,00:55:29
1667,2021-01-07T10:26:39Z,123.6,299,5.27246033,7.9994165,00:55:35,00:55:31
1668,2021-01-07T10:26:41Z,123.8,286,5.27246033,7.999417,00:55:37,00:55:33
1669,2021-01-07T10:26:43Z,123.7,272,5.2724665,7.99942,00:55:39,00:55:35
1670,2021-01-07T10:26:45Z,123.7,268,5.2724725,7.99942267,00:55:41,00:55:37
1671,2021-01-07T10:26:47Z,123.6,257,5.2724785,7.9994245,00:55:43,00:55:39
1672,2021-01-07T10:26:49Z,123.5,254,5.27248567,7.99942733,00:55:44,00:55:40
1673,2021-01-07T10:26:51Z,123.4,247,5.2725015,7.99943383,00:55:48,00:55:44
1674,2021-01-07T10:26:53Z,123.3,246,5.27251183,7.99943517,00:55:50,00:55:46
1675,2021-01-07T10:26:55Z,123.4,247,5.27251683,7.99943517,00:55:52,00:55:48
1676,2021-01-07T10:26:57Z,123.5,250,5.27252233,7.999435,00:55:54,00:55:50
1677,2021-01-07T10:26:59Z,123.5,252,5.27252883,7.9994356700000004,00:55:56,00:55:52
1678,2021-01-07T10:27:01Z,123.7,247,5.27252983,7.999436,00:55:57,00:55:53
1679,2021-01-07T10:27:04Z,123.9,241,5.27253683,7.99943767,00:55:59,00:55:55
1680,2021-01-07T10:27:05Z,124.1,243,5.27254067,7.999441,00:56:01,00:55:57
1681,2021-01-07T10:27:07Z,124.3,238,5.2725435,7.99944317,00:56:03,00:55:59
1682,2021-01-07T10:27:09Z,124.7,238,5.272547,7.999445,00:56:05,00:56:01
1683,2021-01-07T10:27:11Z,125,246,5.272548,7.99944533,00:56:07,00:56:03
1684,2021-01-07T10:27:13Z,125.2,250,5.27255083,7.99944467,00:56:09,00:56:05
1685,2021-01-07T10:27:16Z,125.6,246,5.27256383,7.9994445,00:56:12,00:56:08
1686,2021-01-07T10:27:17Z,125.9,244,5.2725681700000004,7.99944533,00:56:14,00:56:10
1687,2021-01-07T10:27:19Z,126.4,240,5.27257033,7.99944617,00:56:16,00:56:12
1688,2021-01-07T10:27:21Z,126.9,243,5.27257083,7.99944717,00:56:18,00:56:14
1689,2021-01-07T10:27:23Z,127.5,240,5.27257283,7.999449,00:56:20,00:56:16
1690,2021-01-07T10:27:25Z,128.1,237,5.27257383,7.99945117,00:56:21,00:56:17
1691,2021-01-07T10:27:27Z,128.5,241,5.27258067,7.99945383,00:56:23,00:56:19
1692,2021-01-07T10:27:29Z,128.8,245,5.272588,7.99945633,00:56:25,00:56:21
1693,2021-01-07T10:27:31Z,129.3,247,5.27259383,7.99945717,00:56:27,00:56:23
1694,2021-01-07T10:27:33Z,129.6,253,5.2726,7.9994585,00:56:29,00:56:25
1695,2021-01-07T10:27:35Z,130.2,248,5.272604,7.99945883,00:56:31,00:56:27
1696,2021-01-07T10:27:37Z,130.9,241,5.27260283,7.99945783,00:56:33,00:56:29
1697,2021-01-07T10:27:39Z,131.5,244,5.27260017,7.999457,00:56:34,00:56:30
1698,2021-01-07T10:27:41Z,132,234,5.27259283,7.999456,00:56:38,00:56:34
1699,2021-01-07T10:27:43Z,132.6,237,5.27259417,7.999457,00:56:40,00:56:36
1700,2021-01-07T10:27:45Z,133.1,239,5.2725945,7.99945783,00:56:42,00:56:38
1701,2021-01-07T10:27:47Z,133.7,231,5.27259283,7.99945883,00:56:44,00:56:40
1702,2021-01-07T10:27:49Z,134.2,225,5.2725895,7.999461,00:56:46,00:56:42
1703,2021-01-07T10:27:51Z,134.7,224,5.27258983,7.999464,00:56:47,00:56:43
1704,2021-01-07T10:27:53Z,135.1,230,5.27258683,7.99946717,00:56:49,00:56:45
1705,2021-01-07T10:27:55Z,135.5,232,5.27258533,7.9994695,00:56:51,00:56:47
1706,2021-01-07T10:27:57Z,135.8,232,5.27258267,7.99947217,00:56:53,00:56:49
1707,2021-01-07T10:28:00Z,136,229,5.27258367,7.99947367,00:56:55,00:56:51
1708,2021-01-07T10:28:01Z,136.2,235,5.27258583,7.99947467,00:56:57,00:56:53
1709,2021-01-07T10:28:03Z,136.5,236,5.2725845,7.99947633,00:56:59,00:56:55
1710,2021-01-07T10:28:05Z,136.6,238,5.27258667,7.99947817,00:57:00,00:56:56
1711,2021-01-07T10:28:07Z,136.7,240,5.27258717,7.99948317,00:57:04,00:57:00
1712,2021-01-07T10:28:09Z,136.9,243,5.27258367,7.99948567,00:57:06,00:57:02
1713,2021-01-07T10:28:11Z,137,242,5.27258367,7.99948567,00:57:06,00:57:02
1714,2021-01-07T10:28:14Z,137.2,241,5.27258017,7.9994905,00:57:10,00:57:06
1715,2021-01-07T10:28:15Z,137.4,242,5.2725805,7.99949267,00:57:12,00:57:08
1716,2021-01-07T10:28:17Z,137.7,239,5.2725745,7.99949533,00:57:13,00:57:09
1717,2021-01-07T10:28:19Z,137.8,255,5.272576,7.999498,00:57:15,00:57:11
1718,2021-01-07T10:28:21Z,138.1,256,5.27257767,7.99950017,00:57:17,00:57:13
1719,2021-01-07T10:28:23Z,138.1,244,5.27257217,7.99950167,00:57:19,00:57:15
1720,2021-01-07T10:28:25Z,138.5,245,5.2725665,7.99950433,00:57:21,00:57:17
1721,2021-01-07T10:28:28Z,138.9,241,5.2725575,7.9995075,00:57:23,00:57:19
1722,2021-01-07T10:28:29Z,139.2,237,5.27255233,7.99951117,00:57:25,00:57:21
1723,2021-01-07T10:28:31Z,139.5,234,5.27254667,7.9995145,00:57:26,00:57:22
1724,2021-01-07T10:28:33Z,139.9,237,5.27253517,7.99952267,00:57:30,00:57:26
1725,2021-01-07T10:28:35Z,140.2,242,5.27252917,7.99952433,00:57:32,00:57:28
1726,2021-01-07T10:28:37Z,140.6,230,5.272524,7.99952767,00:57:34,00:57:30
1727,2021-01-07T10:28:39Z,140.9,229,5.27251083,7.9995305,00:57:36,00:57:32
1728,2021-01-07T10:28:41Z,141.2,220,5.27249983,7.999534,00:57:38,00:57:34
1729,2021-01-07T10:28:43Z,141.5,223,5.272491,7.99953783,00:57:39,00:57:35
1730,2021-01-07T10:28:45Z,141.9,225,5.27248767,7.99954117,00:57:41,00:57:37
1731,2021-01-07T10:28:47Z,142.3,231,5.27248483,7.999544,00:57:43,00:57:39
1732,2021-01-07T10:28:49Z,142.8,216,5.2724775,7.9995465,00:57:45,00:57:41
1733,2021-01-07T10:28:51Z,143.5,214,5.2724705,7.99954883,00:57:47,00:57:43
1734,2021-01-07T10:28:53Z,144,222,5.27245967,7.99955117,00:57:49,00:57:45
1735,2021-01-07T10:28:55Z,144.6,232,5.27245167,7.99955133,00:57:51,00:57:47
1736,2021-01-07T10:28:57Z,145.1,226,5.27244317,7.9995535,00:57:52,00:57:48
1737,2021-01-07T10:28:59Z,145.7,222,5.272421,7.99955983,00:57:56,00:57:52
1738,2021-01-07T10:29:01Z,146.1,211,5.2724125,7.999564,00:57:58,00:57:54
1739,2021-01-07T10:29:03Z,146.7,218,5.27240217,7.99956717,NA,NA
1740,2021-01-07T10:29:05Z,147.3,220,5.27239683,7.99957017,00:58:02,00:57:58
1741,2021-01-07T10:29:07Z,148,211,5.27238717,7.99957367,00:58:04,00:58:00
1742,2021-01-07T10:29:10Z,148.9,206,5.2723835,7.99957533,00:58:05,00:58:01
1743,2021-01-07T10:29:11Z,149.4,198,5.27237717,7.99957683,00:58:07,00:58:03
1744,2021-01-07T10:29:13Z,150.2,210,5.27237017,7.9995775,00:58:09,00:58:05
1745,2021-01-07T10:29:15Z,150.7,213,5.27237333,7.99957983,00:58:11,00:58:07
1746,2021-01-07T10:29:17Z,151.2,221,5.27237533,7.99958283,00:58:13,00:58:09
1747,2021-01-07T10:29:19Z,151.7,220,5.272375,7.99958517,00:58:15,00:58:11
1748,2021-01-07T10:29:21Z,152.2,223,5.27237233,7.9995875,00:58:17,00:58:13
1749,2021-01-07T10:29:23Z,152.6,220,5.27236717,7.9995875,00:58:18,00:58:14
1750,2021-01-07T10:29:25Z,153.1,210,5.272348,7.9995925,00:58:22,00:58:18
1751,2021-01-07T10:29:28Z,153.3,201,5.27234433,7.99959583,00:58:24,00:58:20
1752,2021-01-07T10:29:29Z,153.6,208,5.2723405,7.99959867,00:58:26,00:58:22
1753,2021-01-07T10:29:31Z,153.9,206,5.27232667,7.99960117,00:58:28,00:58:24
1754,2021-01-07T10:29:33Z,154.2,196,5.27231583,7.9996025,00:58:30,00:58:26
1755,2021-01-07T10:29:35Z,154.6,207,5.2723105,7.99960367,00:58:31,00:58:27
1756,2021-01-07T10:29:37Z,155,201,5.27230567,7.9996055,00:58:33,00:58:29
1757,2021-01-07T10:29:39Z,155.4,205,5.27230283,7.999607,00:58:35,00:58:31
1758,2021-01-07T10:29:41Z,155.6,214,5.27229983,7.9996075,00:58:37,00:58:33
1759,2021-01-07T10:29:43Z,155.8,207,5.272307,7.999606,00:58:39,00:58:35
1760,2021-01-07T10:29:45Z,156.2,222,5.272304,7.99960433,00:58:41,00:58:37
1761,2021-01-07T10:29:47Z,156.6,213,5.2723095,7.999603,00:58:43,00:58:39
1762,2021-01-07T10:29:49Z,157.1,201,5.272302,7.99960283,00:58:46,00:58:42
1763,2021-01-07T10:29:52Z,157.5,211,5.2723065,7.99960367,00:58:48,00:58:44
1764,2021-01-07T10:29:53Z,157.4,218,5.27230783,7.99960233,00:58:50,00:58:46
1765,2021-01-07T10:29:55Z,157.1,228,5.27231333,7.99960183,00:58:52,00:58:48
1766,2021-01-07T10:29:57Z,156.6,236,5.27231433,7.99960117,00:58:54,00:58:50
1767,2021-01-07T10:29:59Z,156.2,236,5.272306,7.999599,00:58:55,00:58:51
1768,2021-01-07T10:30:01Z,155.8,239,5.27229817,7.9995995,00:58:57,00:58:53
1769,2021-01-07T10:30:03Z,155.4,238,5.27228783,7.99959967,00:58:59,00:58:55
1770,2021-01-07T10:30:05Z,155.1,236,5.27227833,7.99959933,00:59:01,00:58:57
1771,2021-01-07T10:30:07Z,154.9,219,5.27226517,7.999601,00:59:03,00:58:59
1772,2021-01-07T10:30:09Z,154.7,210,5.27224833,7.99960433,00:59:05,00:59:01
1773,2021-01-07T10:30:11Z,154.5,208,5.272236,7.99960383,00:59:07,00:59:03
1774,2021-01-07T10:30:13Z,154.2,199,5.27223217,7.99960083,00:59:08,00:59:04
1775,2021-01-07T10:30:15Z,154.1,201,5.27224767,7.999593,00:59:12,00:59:08
1776,2021-01-07T10:30:18Z,154.1,195,5.2722505,7.9995955,00:59:14,00:59:10
1777,2021-01-07T10:30:19Z,153.9,197,5.27226183,7.9996,00:59:16,00:59:12
1778,2021-01-07T10:30:21Z,153.9,206,5.27227933,7.99960517,00:59:18,00:59:14
1779,2021-01-07T10:30:23Z,153.8,219,5.27229533,7.99961167,00:59:20,00:59:16
1780,2021-01-07T10:30:25Z,153.8,224,5.27230317,7.999618,00:59:21,00:59:17
1781,2021-01-07T10:30:27Z,154.2,212,5.27231417,7.999624,00:59:23,00:59:19
1782,2021-01-07T10:30:30Z,154.5,225,5.27231417,7.999624,00:59:23,00:59:19
1783,2021-01-07T10:30:31Z,154.6,234,5.27231417,7.999624,00:59:23,00:59:19
1784,2021-01-07T10:30:33Z,154.8,231,5.27232733,7.99963017,00:59:30,00:59:26
1785,2021-01-07T10:30:35Z,154.9,235,5.2723515,7.999644,00:59:31,00:59:27
1786,2021-01-07T10:30:37Z,155.3,237,5.27236283,7.99965117,00:59:33,00:59:29
1787,2021-01-07T10:30:39Z,155.8,225,5.272361,7.9996545,00:59:35,00:59:31
1788,2021-01-07T10:30:41Z,156.4,227,5.27236383,7.99965983,00:59:37,00:59:33
