X,Y,laser_frames,width,height,datetime,videotime,lon,lat,depth,elapsed_seconds,LON2,LAT2,depth_interpolated,videotime_interpolated,xsmoothed,ysmoothed,distance_3d,distance_travelled,bin
513013.87307397864,7541886.072373809,NA,3.578525331014144,2.012920498695456,2021-01-08T08:50:09Z,NA,NA,NA,NA,NA,15.31119625,67.99093267,621.8499999999999,104,15.311180247255782,67.99093210097344,0.16156884844519914,19.391717209969453,"[0,100]"
513013.9887959136,7541886.174166199,NA,3.5334775733305768,1.9875811349984496,2021-01-08T08:50:10Z,00:01:48,15.31120433,67.99093417,621.9,105,15.31120433,67.99093417,621.9,105,15.311183026537522,67.99093300874368,0.16202856786844524,19.5537457778379,"[0,100]"
513014.1032259914,7541886.2779279,NA,3.4884298156470095,1.9622417713014428,2021-01-08T08:50:11Z,NA,NA,NA,NA,NA,15.31121075,67.99093458499999,622.05,106,15.311185775167004,67.99093393423537,0.2153154274024081,19.769061205240305,"[0,100]"
513014.21631103865,7541886.383458645,NA,3.4433820579634427,1.9369024076044363,2021-01-08T08:50:12Z,00:01:49,15.31121717,67.990935,622.2,107,15.31121717,67.990935,622.2,107,15.311188491848696,67.99093487565469,0.21546453564357887,19.984525740883885,"[0,100]"
513014.3279978817,7541886.490558183,NA,3.3983343002798754,1.9115630439074296,2021-01-08T08:50:13Z,NA,NA,NA,NA,NA,15.31122417,67.99093622333334,622.2666666666667,108,15.311191175287052,67.99093583120793,0.16848948434927682,20.15301522523316,"[0,100]"
513014.438233348,7541886.59902625,NA,3.3532865425963085,1.8862236802104233,2021-01-08T08:50:14Z,NA,NA,NA,NA,NA,15.31123117,67.99093744666666,622.3333333333334,109,15.311193824186548,67.9909367991013,0.16840909719741556,20.321424322430577,"[0,100]"
513014.54696426407,7541886.70866258,[110.20724],3.3082387849127413,1.8608843165134168,2021-01-08T08:50:15Z,00:01:51,15.31123817,67.99093867,622.4,110,15.31123817,67.99093867,622.4,110,15.311196437251642,67.99093777754099,0.1681873402354303,20.489611662666007,"[0,100]"
513014.65413745673,7541886.819266924,NA,3.3042389974105806,1.8586344360434517,2021-01-08T08:50:16Z,00:01:53,15.31124317,67.99093983,622.3,111,15.31124317,67.99093983,622.3,111,15.311199013186798,67.99093876473329,0.18362846762767812,20.673240130293685,"[0,100]"
513014.7597474508,7541886.930636896,NA,3.30023920990842,1.856384555573486,2021-01-08T08:50:17Z,NA,NA,NA,NA,NA,15.31123767,67.99093883,622.0999999999999,112,15.311201551836726,67.9909397588632,0.25210462419645663,20.925344754490144,"[0,100]"
513014.8639795619,7541887.042561603,NA,3.296239422406259,1.8541346751035208,2021-01-08T08:50:18Z,00:01:57,15.31123217,67.99093783,621.9,113,15.31123217,67.99093783,621.9,113,15.311204057607114,67.99094075803087,0.25177663316185067,21.177121387651994,"[0,100]"
